InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,TotalSales
554656,82552,washroom metal sign,12,5/25/2011 13:36,1.45,17663,United Kingdom,17.4
554658,20719,woodland charlotte bag,10,5/25/2011 14:18,0.85,12839,United Kingdom,8.5
554663,22456,natural slate chalkboard large,1,5/25/2011 14:29,4.95,14985,United Kingdom,4.95
554664,82484,wood black board ant white finish,4,5/25/2011 14:40,7.95,14397,United Kingdom,31.8
554665,21089,set/6 green spring paper cups,12,5/25/2011 14:44,0.19,14336,United Kingdom,2.28
554666,23190,bundle of 3 school exercise books,12,5/25/2011 14:54,1.65,13599,United Kingdom,19.8
554667,85123A,white hanging heart t-light holder,24,5/25/2011 15:18,2.95,15727,United Kingdom,70.8
554668,23300,gardeners kneeling pad cup of tea,12,5/25/2011 15:19,1.65,18226,United Kingdom,19.8
554669,22554,plasters in tin woodland animals,12,5/25/2011 15:31,1.65,15203,United Kingdom,19.8
554670,85174,s/4 cacti candles,4,5/25/2011 15:47,4.95,18044,United Kingdom,19.8
554671,22759,set of 3 notebooks in parcel,12,5/25/2011 15:47,1.65,14009,United Kingdom,19.8
554672,20723,strawberry charlotte bag,10,5/25/2011 15:54,0.85,14415,United Kingdom,8.5
554674,84970L,single heart zinc t-light holder,36,5/25/2011 16:01,0.95,14522,United Kingdom,34.2
554682,84879,assorted colour bird ornament,5,5/25/2011 16:08,1.69,14085,United Kingdom,8.45
554684,82567,"airline lounge,metal sign",5,5/25/2011 16:28,2.1,16448,United Kingdom,10.5
554685,22487,white wood garden plant ladder,-1,5/25/2011 16:30,9.95,16161,United Kingdom,-9.95
554686,23110,parisienne key cabinet,-4,5/25/2011 16:43,5.75,15729,United Kingdom,-23
554687,22776,sweetheart cakestand 3 tier,-1,5/25/2011 16:49,9.95,13479,United Kingdom,-9.95
554688,22637,piggy bank retrospot,-1,5/25/2011 16:50,2.55,14442,Channel Islands,-2.55
554689,22644,ceramic cherry cake money bank,-1,5/25/2011 16:51,1.45,15027,United Kingdom,-1.45
554690,22846,bread bin diner style red,-2,5/25/2011 16:56,16.95,16871,United Kingdom,-33.9
554691,22456,natural slate chalkboard large,-1,5/25/2011 16:57,4.25,12921,United Kingdom,-4.25
554692,22960,jam making set with jars,-1,5/25/2011 16:57,4.25,12935,United Kingdom,-4.25
554693,23203,jumbo bag doiley patterns,-10,5/25/2011 16:59,2.08,14292,United Kingdom,-20.8
554695,23301,gardeners kneeling pad keep calm,2,5/25/2011 17:12,1.65,16161,United Kingdom,3.3
554697,85152,hand over the chocolate   sign,4,5/25/2011 17:31,2.1,14584,United Kingdom,8.4
554698,47566,party bunting,8,5/26/2011 8:38,4.95,16678,United Kingdom,39.6
554699,23084,rabbit night light,6,5/26/2011 9:17,2.08,12613,Germany,12.48
554700,22139,retrospot tea set ceramic 11 pc,3,5/26/2011 9:18,4.95,12613,Germany,14.85
554701,48116,doormat multicolour stripe,2,5/26/2011 9:33,7.95,12974,United Kingdom,15.9
554702,47351B,blue  voile lampshade,6,5/26/2011 9:45,2.95,15805,United Kingdom,17.7
554703,47566,party bunting,8,5/26/2011 10:03,4.95,15281,United Kingdom,39.6
554704,23181,bull dog bottle top wall clock,2,5/26/2011 10:09,8.25,15658,United Kingdom,16.5
554705,22271,feltcraft doll rosie,24,5/26/2011 10:12,2.95,12910,United Kingdom,70.8
554706,23209,lunch bag doiley pattern,20,5/26/2011 10:13,1.65,12910,United Kingdom,33
554707,22900,set 2 tea towels i love london,100,5/26/2011 10:15,2.55,14101,United Kingdom,255
554708,23107,white wire plant pot holder,8,5/26/2011 10:25,2.89,16449,United Kingdom,23.12
554709,22381,toy tidy pink polkadot,200,5/26/2011 10:35,1.85,15769,United Kingdom,370
554710,22386,jumbo bag pink polkadot,300,5/26/2011 10:37,1.79,15769,United Kingdom,537
554711,22128,party cones candy assorted,12,5/26/2011 10:41,1.25,12654,Germany,15
554712,21035,set/2 red retrospot tea towels,12,5/26/2011 10:43,3.25,16873,United Kingdom,39
554713,20719,woodland charlotte bag,10,5/26/2011 10:43,0.85,12654,Germany,8.5
554715,22061,large cake stand  hanging strawbery,-1,5/26/2011 11:02,9.95,13658,United Kingdom,-9.95
554717,22423,regency cakestand 3 tier,-9,5/26/2011 11:04,10.95,13089,United Kingdom,-98.55
554718,21756,bath building block word,3,5/26/2011 11:16,5.95,12942,United Kingdom,17.85
554756,47566,party bunting,8,5/26/2011 11:36,4.95,16837,United Kingdom,39.6
554762,22470,heart of wicker large,6,5/26/2011 11:37,2.95,16837,United Kingdom,17.7
554765,22457,natural slate heart chalkboard,6,5/26/2011 11:38,2.95,16837,United Kingdom,17.7
554770,84077,world war 2 gliders asstd designs,96,5/26/2011 11:40,0.29,14911,EIRE,27.84
554776,22961,jam making set printed,4,5/26/2011 11:43,1.45,14911,EIRE,5.8
554781,21929,jumbo bag pink vintage paisley,-1,5/26/2011 11:44,1.95,14245,United Kingdom,-1.95
554787,21175,gin + tonic diet metal sign,4,5/26/2011 11:51,2.55,16356,United Kingdom,10.2
554788,85066,cream sweetheart mini chest,2,5/26/2011 12:00,12.75,12987,United Kingdom,25.5
554789,22491,pack of 12 coloured pencils,96,5/26/2011 12:07,0.85,16966,United Kingdom,81.6
554790,22961,jam making set printed,-4,5/26/2011 12:10,1.45,14911,EIRE,-5.8
554791,22961,jam making set printed,4,5/26/2011 12:12,1.45,14911,EIRE,5.8
554792,21080,set/20 red retrospot paper napkins,24,5/26/2011 12:38,0.85,12547,Spain,20.4
554794,23209,lunch bag doiley pattern,10,5/26/2011 12:41,1.65,12720,Germany,16.5
554793,84077,world war 2 gliders asstd designs,-96,5/26/2011 12:41,0.11,12901,United Kingdom,-10.56
554795,20718,red retrospot shopper bag,10,5/26/2011 12:46,1.25,14210,United Kingdom,12.5
554798,22698,pink regency teacup and saucer,48,5/26/2011 12:52,2.55,15189,United Kingdom,122.4
554808,21922,union stripe with fringe  hammock,2,5/26/2011 13:01,7.95,17059,United Kingdom,15.9
554809,23144,zinc t-light holder stars small,12,5/26/2011 13:13,0.83,16838,United Kingdom,9.96
554810,22487,white wood garden plant ladder,1,5/26/2011 13:16,9.95,14816,United Kingdom,9.95
554812,23301,gardeners kneeling pad keep calm,6,5/26/2011 13:21,1.65,15005,United Kingdom,9.9
554813,22423,regency cakestand 3 tier,1,5/26/2011 13:26,12.75,15852,United Kingdom,12.75
554814,22469,heart of wicker small,24,5/26/2011 13:34,1.65,16609,United Kingdom,39.6
554815,21733,red hanging heart t-light holder,32,5/26/2011 13:46,2.55,13798,United Kingdom,81.6
554816,23145,zinc t-light holder star large,2,5/26/2011 14:01,0.95,17550,United Kingdom,1.9
554817,23170,regency tea plate roses,12,5/26/2011 14:08,1.65,15622,United Kingdom,19.8
554818,23084,rabbit night light,12,5/26/2011 14:09,2.08,13199,United Kingdom,24.96
554819,90125E,amber bertie glass bead bag charm,1,5/26/2011 14:09,2.1,17550,United Kingdom,2.1
554820,22847,bread bin diner style ivory,2,5/26/2011 14:09,16.95,15622,United Kingdom,33.9
554821,23147,single antique rose hook ivory,24,5/26/2011 14:09,1.45,13199,United Kingdom,34.8
554822,22669,red baby bunting,6,5/26/2011 14:17,2.95,12937,United Kingdom,17.7
554823,22776,sweetheart cakestand 3 tier,2,5/26/2011 14:20,9.95,16624,United Kingdom,19.9
554824,79000,moroccan tea glass,24,5/26/2011 14:21,0.85,15785,United Kingdom,20.4
554825,22328,round snack boxes set of 4 fruits,6,5/26/2011 14:45,2.95,16843,United Kingdom,17.7
554826,20725,lunch bag red retrospot,10,5/26/2011 14:53,1.65,12493,France,16.5
554827,22630,dolly girl lunch box,64,5/26/2011 15:19,1.65,14646,Netherlands,105.6
554832,21918,set 12 kids colour  chalk sticks,24,5/26/2011 15:30,0.42,16092,United Kingdom,10.08
554834,85132C,charlie and lola figures tins,84,5/26/2011 15:35,1.95,17416,United Kingdom,163.8
554835,22406,money box kings choice design,12,5/26/2011 16:11,1.25,15241,United Kingdom,15
554836,22960,jam making set with jars,6,5/26/2011 16:25,4.25,13015,United Kingdom,25.5
554837,22469,heart of wicker small,3,5/26/2011 16:30,1.65,14584,United Kingdom,4.95
554838,22457,natural slate heart chalkboard,6,5/26/2011 16:30,2.95,18232,United Kingdom,17.7
554839,23194,gymkhana treasure book box,4,5/26/2011 17:15,2.25,14056,United Kingdom,9
554840,20974,12 pencils small tube skull,24,5/26/2011 17:16,0.65,12684,France,15.6
554842,23109,led tea lights,6,5/26/2011 18:17,2.89,14740,United Kingdom,17.34
554843,15034,paper pocket traveling fan,96,5/26/2011 19:13,0.14,13911,United Kingdom,13.44
554844,23053,recycled acapulco mat pink,2,5/26/2011 19:38,8.25,18073,United Kingdom,16.5
554845,82600,no singing metal sign,48,5/26/2011 19:49,2.21,17450,United Kingdom,106.08
554846,22424,enamel bread bin cream,-1,5/26/2011 19:55,12.75,16700,United Kingdom,-12.75
554847,22423,regency cakestand 3 tier,-1,5/26/2011 19:56,12.75,12909,United Kingdom,-12.75
554848,82484,wood black board ant white finish,-1,5/26/2011 19:56,7.95,13659,United Kingdom,-7.95
554849,22055,mini cake stand  hanging strawbery,-1,5/26/2011 19:58,1.45,17865,United Kingdom,-1.45
554850,23284,doormat keep calm and come in,10,5/27/2011 9:15,6.75,17739,United Kingdom,67.5
554851,22617,baking set spaceboy design,-1,5/27/2011 9:17,4.95,16463,United Kingdom,-4.95
554853,23203,jumbo bag doiley patterns,100,5/27/2011 9:32,1.79,16839,United Kingdom,179
554854,22456,natural slate chalkboard large,6,5/27/2011 9:39,4.95,16369,United Kingdom,29.7
554855,23233,wrap poppies  design,25,5/27/2011 9:48,0.42,15172,United Kingdom,10.5
554856,21528,dairy maid traditional teapot,-1,5/27/2011 9:55,6.95,17166,United Kingdom,-6.95
554858,21833,camouflage led torch,24,5/27/2011 10:15,1.69,17042,United Kingdom,40.56
554859,47566,party bunting,50,5/27/2011 10:16,4.15,14828,United Kingdom,207.5
554860,23298,spotty bunting,12,5/27/2011 10:20,4.95,15249,United Kingdom,59.4
554861,23199,jumbo bag apples,10,5/27/2011 10:29,2.08,12633,Germany,20.8
554862,22784,lantern cream gazebo,-2,5/27/2011 10:34,4.25,13468,United Kingdom,-8.5
554863,22960,jam making set with jars,-1,5/27/2011 10:35,4.25,15660,United Kingdom,-4.25
554864,22962,jam jar with pink lid,-4,5/27/2011 10:36,0.85,15122,United Kingdom,-3.4
554865,22456,natural slate chalkboard large,3,5/27/2011 10:37,4.95,14280,United Kingdom,14.85
554866,84879,assorted colour bird ornament,8,5/27/2011 10:41,1.69,13488,United Kingdom,13.52
554867,21896,potting shed twine,-2,5/27/2011 10:48,2.1,13050,United Kingdom,-4.2
554868,22197,small popcorn holder,4300,5/27/2011 10:52,0.72,13135,United Kingdom,3096
554869,21326,aged glass silver t-light holder,144,5/27/2011 10:55,0.55,16525,United Kingdom,79.2
554870,21175,gin + tonic diet metal sign,-3,5/27/2011 10:57,2.55,15078,United Kingdom,-7.65
554871,21716,boys vintage tin seaside bucket,-8,5/27/2011 10:58,2.55,18225,United Kingdom,-20.4
554872,85099B,jumbo bag red retrospot,-1,5/27/2011 10:59,2.08,16341,United Kingdom,-2.08
554873,23099,french carriage lantern,-1,5/27/2011 11:00,6.65,13988,United Kingdom,-6.65
554874,22767,triple photo frame cornice,-1,5/27/2011 11:02,9.95,15615,United Kingdom,-9.95
554905,15044C,purple paper parasol,-1,5/27/2011 11:17,2.95,14191,United Kingdom,-2.95
554906,23083,set 6 paper table lantern stars,6,5/27/2011 11:41,3.75,14194,United Kingdom,22.5
554915,21792,classic french style basket green,16,5/27/2011 12:23,3.95,16133,United Kingdom,63.2
554916,23109,led tea lights,12,5/27/2011 12:26,2.89,17345,United Kingdom,34.68
554917,22978,pantry rolling pin,6,5/27/2011 12:29,3.75,15104,United Kingdom,22.5
554918,22089,paper bunting vintage paisley,1,5/27/2011 12:29,2.95,17345,United Kingdom,2.95
554919,21929,jumbo bag pink vintage paisley,100,5/27/2011 12:38,1.79,13225,United Kingdom,179
554920,22424,enamel bread bin cream,1,5/27/2011 12:41,12.75,16275,United Kingdom,12.75
554921,22423,regency cakestand 3 tier,32,5/27/2011 12:44,10.95,13854,United Kingdom,350.4
554922,22725,alarm clock bakelike chocolate,12,5/27/2011 12:47,3.75,14735,United Kingdom,45
554923,21922,union stripe with fringe  hammock,10,5/27/2011 12:48,7.95,14735,United Kingdom,79.5
554924,POST,postage,1,5/27/2011 12:54,4,12748,United Kingdom,4
554925,22197,small popcorn holder,-1,5/27/2011 12:57,0.85,17272,United Kingdom,-0.85
554926,20975,12 pencils small tube red retrospot,-24,5/27/2011 12:59,0.65,16422,United Kingdom,-15.6
554927,48111,doormat 3 smiley cats,4,5/27/2011 13:00,7.95,16726,United Kingdom,31.8
554929,23078,ice cream pen lip gloss,24,5/27/2011 13:16,1.25,13018,United Kingdom,30
554930,22151,place setting white heart,600,5/27/2011 13:17,0.42,15939,United Kingdom,252
554931,21648,assorted tutti frutti small purse,-1,5/27/2011 13:21,1.25,17841,United Kingdom,-1.25
554932,22526,wheelbarrow for children,6,5/27/2011 13:24,12.75,12999,United Kingdom,76.5
554933,22799,sweetheart wire fruit bowl,1,5/27/2011 13:26,8.5,13232,United Kingdom,8.5
554934,21621,vintage union jack bunting,4,5/27/2011 13:29,8.5,12971,United Kingdom,34
554935,22698,pink regency teacup and saucer,6,5/27/2011 13:30,2.95,14338,United Kingdom,17.7
554936,21213,pack of 72 skull cake cases,24,5/27/2011 13:30,0.55,12971,United Kingdom,13.2
554937,79321,chilli lights,6,5/27/2011 13:32,5.75,15402,United Kingdom,34.5
554938,23203,jumbo bag doiley patterns,10,5/27/2011 13:34,2.08,12876,Belgium,20.8
554939,20726,lunch bag woodland,2,5/27/2011 13:49,1.65,15311,United Kingdom,3.3
554940,23084,rabbit night light,6,5/27/2011 13:49,2.08,12494,France,12.48
554941,22570,feltcraft cushion rabbit,2,5/27/2011 13:53,3.75,16016,United Kingdom,7.5
554942,71406C,black orange squeezer,9,5/27/2011 14:01,0.42,17841,United Kingdom,3.78
554943,21166,cook with wine metal sign,48,5/27/2011 14:10,1.85,13798,United Kingdom,88.8
554944,84946,antique silver t-light glass,72,5/27/2011 14:12,1.06,18073,United Kingdom,76.32
554946,48184,doormat english rose,2,5/27/2011 14:22,7.95,18242,United Kingdom,15.9
554947,23199,jumbo bag apples,1,5/27/2011 14:29,2.08,12748,United Kingdom,2.08
554948,22431,watering can blue elephant,6,5/27/2011 14:29,1.95,14447,United Kingdom,11.7
554949,20685,doormat red retrospot,2,5/27/2011 14:44,7.95,14092,United Kingdom,15.9
554950,85099B,jumbo bag red retrospot,10,5/27/2011 14:48,2.08,14227,United Kingdom,20.8
554951,47566,party bunting,50,5/27/2011 14:48,4.15,16323,United Kingdom,207.5
554952,23228,filigree heart bird white,24,5/27/2011 14:48,1.25,14227,United Kingdom,30
554953,22961,jam making set printed,12,5/27/2011 14:49,1.45,14227,United Kingdom,17.4
554954,23091,metal herb gerden container,3,5/27/2011 14:50,6.25,14227,United Kingdom,18.75
554955,23206,lunch bag apple design,10,5/27/2011 14:55,1.65,17412,United Kingdom,16.5
554963,22624,ivory kitchen scales,2,5/27/2011 15:32,8.5,14625,United Kingdom,17
554964,21498,red retrospot wrap,25,5/27/2011 15:57,0.42,15867,United Kingdom,10.5
554965,22776,sweetheart cakestand 3 tier,5,5/27/2011 16:00,9.95,14560,United Kingdom,49.75
554966,22106,mirror mosaic hurricane lamp,12,5/27/2011 16:17,5.95,16034,United Kingdom,71.4
554968,22932,baking mould toffee cup chocolate,1,5/27/2011 16:24,2.55,17961,United Kingdom,2.55
554969,22927,green giant garden thermometer,4,5/27/2011 16:30,5.95,14976,United Kingdom,23.8
554973,23091,zinc herb garden container,-4,5/27/2011 16:48,6.25,14976,United Kingdom,-25
554974,23301,gardeners kneeling pad keep calm,24,5/27/2011 17:14,1.65,14031,United Kingdom,39.6
554975,23175,regency milk jug pink,24,5/29/2011 10:40,2.75,17819,United Kingdom,66
554976,84792,enchanted bird coathanger 5 hook,3,5/29/2011 10:57,4.65,15046,United Kingdom,13.95
554977,22167,oval wall mirror diamante,1,5/29/2011 11:03,9.95,16444,United Kingdom,9.95
554978,23102,silver hearts table decoration,12,5/29/2011 11:05,0.83,16889,United Kingdom,9.96
554979,23002,travel card wallet skulls,2,5/29/2011 11:34,0.42,16931,United Kingdom,0.84
554980,22749,feltcraft princess charlotte doll,1,5/29/2011 11:59,3.75,17613,United Kingdom,3.75
554981,85132C,charlie and lola figures tins,2,5/29/2011 12:06,1.95,17613,United Kingdom,3.9
554982,22128,party cones candy assorted,30,5/29/2011 12:16,1.25,17152,United Kingdom,37.5
554983,47590B,pink happy birthday bunting,-20,5/29/2011 12:18,4.65,17152,United Kingdom,-93
554984,47590B,pink happy birthday bunting,20,5/29/2011 12:19,5.45,17152,United Kingdom,109
554985,20665,red retrospot purse,6,5/29/2011 12:26,2.95,12426,Germany,17.7
554986,22515,childs garden spade pink,4,5/29/2011 12:35,2.1,14451,United Kingdom,8.4
554987,85066,cream sweetheart mini chest,1,5/29/2011 12:48,12.75,14823,United Kingdom,12.75
554988,84563B,blue & white breakfast tray,1,5/29/2011 13:32,2.95,15897,United Kingdom,2.95
554989,22989,set 2 pantry design tea towels,3,5/29/2011 13:50,3.25,15897,United Kingdom,9.75
554990,21668,red stripe ceramic drawer knob,12,5/29/2011 13:57,1.25,16567,United Kingdom,15
554991,23145,zinc t-light holder star large,1,5/29/2011 14:03,0.95,14823,United Kingdom,0.95
554992,22045,spaceboy gift wrap,25,5/29/2011 14:08,0.42,16686,United Kingdom,10.5
554993,21673,white spot blue ceramic drawer knob,2,5/29/2011 14:13,1.25,17051,United Kingdom,2.5
554994,21246,red retrospot big bowl,4,5/29/2011 14:18,4.95,14606,United Kingdom,19.8
554995,22469,heart of wicker small,2,5/29/2011 14:23,1.65,18109,United Kingdom,3.3
554996,21742,large round wicker platter,1,5/29/2011 14:28,5.95,16407,United Kingdom,5.95
554997,22336,dove decoration painted zinc,48,5/29/2011 15:35,0.65,16746,United Kingdom,31.2
554998,22423,regency cakestand 3 tier,3,5/29/2011 15:35,12.75,15925,United Kingdom,38.25
554999,21922,union stripe with fringe  hammock,1,5/29/2011 15:44,7.95,15547,United Kingdom,7.95
555000,22776,sweetheart cakestand 3 tier,1,5/31/2011 8:03,9.95,18232,United Kingdom,9.95
555001,15056N,edwardian parasol natural,12,5/31/2011 8:32,5.95,16566,United Kingdom,71.4
555002,47566,party bunting,8,5/31/2011 8:50,4.95,17682,United Kingdom,39.6
555003,23192,bundle of 3 alphabet exercise books,12,5/31/2011 9:36,1.65,12787,Netherlands,19.8
555004,22173,metal 4 hook hanger french chateau,8,5/31/2011 9:37,2.95,13549,United Kingdom,23.6
555005,22998,travel card wallet keep calm,480,5/31/2011 9:38,0.36,16656,United Kingdom,172.8
555006,23301,gardeners kneeling pad keep calm,-48,5/31/2011 9:51,1.45,13694,United Kingdom,-69.6
555007,23301,gardeners kneeling pad keep calm,48,5/31/2011 9:52,1.45,13694,United Kingdom,69.6
555008,47566,party bunting,50,5/31/2011 10:24,4.15,17061,United Kingdom,207.5
555009,22178,victorian glass hanging t-light,12,5/31/2011 10:32,1.25,17340,United Kingdom,15
555010,21272,salle de bain hook,144,5/31/2011 10:38,1.48,17450,United Kingdom,213.12
555011,21188,3d hearts  honeycomb paper garland,12,5/31/2011 10:43,2.95,16168,United Kingdom,35.4
555012,21669,blue stripe ceramic drawer knob,12,5/31/2011 10:43,1.25,16814,United Kingdom,15
555013,23112,parisienne curio cabinet,-1,5/31/2011 10:44,7.5,12601,Germany,-7.5
555015,23298,spotty bunting,3,5/31/2011 10:45,4.95,16558,United Kingdom,14.85
555014,22055,mini cake stand  hanging strawbery,-3,5/31/2011 10:45,1.65,13113,United Kingdom,-4.95
555016,22088,paper bunting coloured lace,80,5/31/2011 11:09,2.55,13113,United Kingdom,204
555017,22782,set 3 wicker storage baskets,1,5/31/2011 11:14,24.95,16801,United Kingdom,24.95
555025,23118,parisienne jewellery drawer,2,5/31/2011 11:21,7.5,17648,United Kingdom,15
555028,23053,recycled acapulco mat pink,2,5/31/2011 11:22,8.25,17648,United Kingdom,16.5
555046,22859,easter tin bunny bouquet,-6,5/31/2011 11:29,1.65,12431,Australia,-9.9
555054,21843,red retrospot cake stand,-1,5/31/2011 11:32,10.95,14903,United Kingdom,-10.95
555070,21669,blue stripe ceramic drawer knob,1,5/31/2011 11:36,1.25,15863,United Kingdom,1.25
